run_key	task	execution_scope	jobset	status_at_snapshot	snapshot_utc	source_logdir	source_event	source_snapshot_bytes	output_event	output_bytes	output_sha256	records_seen	records_copied_exactly	records_rewritten	image_values_removed	scalar_tags	scalar_values	text_tensor_values	latest_train_step	latest_train_value	latest_eval_step	latest_eval_value	image_digest	code_revision	launch_script	launch_script_sha256	train_script	train_script_sha256	validation
sd35-pickscore-nft-ours-4selection-soft-b-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913	pickscore	usw2	kevinliu-vs4psb23b10-260914-11261416	RUNNING	2026-09-14T09:19:15.828262Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-b-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-b-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.28.43	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-b-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-b-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.28.43/events.out.tfevents.1789356523.kevinliu-vs4psb23b10-260914-11261416-workers-0-0-0.969.0@bytes=245897@sha256=c6529da94058389b6e20f6573cca1515f299d4e9e2908d28649c33bb7a0fdf1f	245897	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-b-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913/events.out.tfevents.image-free	245897	c6529da94058389b6e20f6573cca1515f299d4e9e2908d28649c33bb7a0fdf1f	4508	4508	0	0	36	4506	1	127	0.9037083387374878	120	0.8951483368873596	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	942ea0d2512b535ee7796410e9e746ef522083b6	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-b-rho-2of3-beta10.0.sh	2afe12b91b64c37d7f6d8a44c8ed4dec13d722bb1c3abf2043e8e53a6d04e732	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r1-20260913	pickscore	usw2	kevinliu-vs4psbr10-260914-11261839	RUNNING	2026-09-14T09:19:15.828262Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.28.49	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.28.49/events.out.tfevents.1789356529.kevinliu-vs4psbr10-260914-11261839-workers-0-0-0.960.0@bytes=245888@sha256=a8aade1f100f2d56fd11c014ef87252ef4ff28874b2fa7123f8c463e31571fa7	245888	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta10-fulltime-r1-20260913/events.out.tfevents.image-free	245888	a8aade1f100f2d56fd11c014ef87252ef4ff28874b2fa7123f8c463e31571fa7	4508	4508	0	0	36	4506	1	127	0.9064766764640808	120	0.8967352509498596	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	942ea0d2512b535ee7796410e9e746ef522083b6	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta10.0.sh	a26380409af3fa94e2d3ca0ced9c697b77b7bc43431a25aff2e7b04d16005991	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta10-fulltime-r1-20260913	pickscore	usw2	kevinliu-vs4psc13b10-260914-11262265	RUNNING	2026-09-14T09:19:15.828262Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.28.19	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.28.19/events.out.tfevents.1789356499.kevinliu-vs4psc13b10-260914-11262265-workers-0-0-0.958.0@bytes=247828@sha256=2fb0f408874f02fa527a0148c219a7a8191e47f310620a15663632f378fb7484	247828	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta10-fulltime-r1-20260913/events.out.tfevents.image-free	247828	2fb0f408874f02fa527a0148c219a7a8191e47f310620a15663632f378fb7484	4543	4543	0	0	36	4541	1	128	0.8905079960823059	120	0.8953502774238586	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	942ea0d2512b535ee7796410e9e746ef522083b6	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of3-beta10.0.sh	ddb0388aa1995e7953af30722d43902ae192228a420c6ea82413420d77625412	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913	pickscore	usw2	kevinliu-vs4psc23b10-260914-11262706	RUNNING	2026-09-14T09:19:15.828262Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.29.06	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913_2026.09.14_03.29.06/events.out.tfevents.1789356546.kevinliu-vs4psc23b10-260914-11262706-workers-0-0-0.963.0@bytes=245897@sha256=c9c4235be9ef66e822ed836033ec7f7cc2546b734adc3e948ebe1acda5284156	245897	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta10-fulltime-r1-20260913/events.out.tfevents.image-free	245897	c9c4235be9ef66e822ed836033ec7f7cc2546b734adc3e948ebe1acda5284156	4508	4508	0	0	36	4506	1	127	0.9088332653045654	120	0.8990111351013184	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	942ea0d2512b535ee7796410e9e746ef522083b6	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-2of3-beta10.0.sh	88387ff9c255c17710108765b205e77cfd180e48216159331f7832cebfd035e3	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta7-fulltime-r1-20260914	pickscore	usw2	kevinliu-vs4psbr7-260915-01020673	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.08.35	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.08.35/events.out.tfevents.1789405716.kevinliu-vs4psbr7-260915-01020673-workers-0-0-0.963.0@bytes=2776912@sha256=17b4da1af93a7ee9ee541f0fde9c4d813d78b9010b96672bc2e8f7baaeb4cc1d	2776912	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta7-fulltime-r1-20260914/events.out.tfevents.image-free	2776912	17b4da1af93a7ee9ee541f0fde9c4d813d78b9010b96672bc2e8f7baaeb4cc1d	50375	50375	0	0	36	50373	1	1430	0.9172795414924622	1430	0.9233444929122925	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta7.0.sh	df882b3ff4fd2bb9acda27c4787b78d48431f72aaa59951d14ff3f9a33ee581c	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta7-fulltime-r1-20260914	pickscore	usw2	kevinliu-vs4psc12b7-260915-01021002	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.05.29	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.05.29/events.out.tfevents.1789405529.kevinliu-vs4psc12b7-260915-01021002-workers-0-0-0.962.0@bytes=2784630@sha256=e592fe753393e17c4811f3863d5efad05aeb14a10c1ee560bb3dd19c711530ea	2784630	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta7-fulltime-r1-20260914/events.out.tfevents.image-free	2784630	e592fe753393e17c4811f3863d5efad05aeb14a10c1ee560bb3dd19c711530ea	50515	50515	0	0	36	50513	1	1434	0.9163148403167725	1430	0.9197916984558105	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta7.0.sh	0c2baaa6af3240b53c9c2f33bd9b116547e09610243f50eef9d00b5a72524331	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta7-fulltime-r1-20260914	pickscore	usw2	kevinliu-vs4psc13b7-260915-01021327	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.05.30	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.05.30/events.out.tfevents.1789405530.kevinliu-vs4psc13b7-260915-01021327-workers-0-0-0.968.0@bytes=2781464@sha256=698fa8b17bb7d907791a31d0459c9ad0391978907076fe3a8c29939a0fd5404d	2781464	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of3-kl1e-4-beta7-fulltime-r1-20260914/events.out.tfevents.image-free	2781464	698fa8b17bb7d907791a31d0459c9ad0391978907076fe3a8c29939a0fd5404d	50457	50457	0	0	36	50455	1	1433	0.9141785502433777	1430	0.925796389579773	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of3-beta7.0.sh	22dca036ee61464cf98f66addac04f59ba82f5c5ac8278c2fc74df50cc73c098	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914	pickscore	usw2	kevinliu-vs4psc23b7-260915-01021663	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.05.02	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914_2026.09.14_17.05.02/events.out.tfevents.1789405502.kevinliu-vs4psc23b7-260915-01021663-workers-0-0-0.963.0@bytes=2718649@sha256=9942a714593281d63b96dd87a7516f4a9bd8335ee2a6b54a1209633734ce5128;/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914_2026.09.17_08.23.37/events.out.tfevents.1789633417.kevinliu-vs4psc23b7-260915-01021663-workers-0-0-0.977.0@bytes=56989@sha256=b69231f2c61baf79dea6b7b2a0dbd7abe8af324893a4b0d49f87dfa191ac2d4d	2775638	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta7-fulltime-r1-20260914/events.out.tfevents.image-free	2775638	55ecd0fbde612917b4b7fd5f0e28ab9261a3f078ae2e9bfeccdac2cffa173a4e	50317	50317	0	0	36	50313	2	1429	0.9186719059944153	1420	0.9267317652702332	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-2of3-beta7.0.sh	d50f1e5d1f553a89d75aebe8c9c77e016d78470e0f41b33e683784e52a3b5cf5	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260914	pickscore	usw2	kevinliu-vs4psc12b5-260915-01022003	RUNNING	2026-09-17T09:42:39.906030Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.08	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.08/events.out.tfevents.1789405508.kevinliu-vs4psc12b5-260915-01022003-workers-0-0-0.958.0@bytes=2783380@sha256=507b46a279fa2b83d86b028b3e969e9c03d17d78d45ecfedf9f2636ae5b11302	2783380	runs/pickscore/sd35-pickscore-nft-ours-4selection-soft-c-rho-1of2-kl1e-4-beta5-fulltime-r1-20260914/events.out.tfevents.image-free	2783380	507b46a279fa2b83d86b028b3e969e9c03d17d78d45ecfedf9f2636ae5b11302	50492	50492	0	0	36	50490	1	1434	0.9308467507362366	1430	0.9308491349220276	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_pickscore/run_sd3_4090_16gpu_nft-ours-4.selection-c-rho-1of2-beta5.0.sh	93f13ca3fd76eedf48d8e0992d5d257482f741dd8d14318d8d1c973866a2ae8b	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-geneval-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914	geneval	usw2	kevinliu-vs4gebr5-260915-01022335	RUNNING	2026-09-16T01:34:14.451364Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-geneval-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.29	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-geneval-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.29/events.out.tfevents.1789405529.kevinliu-vs4gebr5-260915-01022335-workers-0-0-0.1854.0@bytes=694925@sha256=41c2ad5344d65985e10936262af5491c181d9da6093071a7444031652cd19d2c	694925	runs/geneval/sd35-geneval-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914/events.out.tfevents.image-free	694925	41c2ad5344d65985e10936262af5491c181d9da6093071a7444031652cd19d2c	12534	12534	0	0	51	12532	1	332	0.006582755129784346	330	0.007231715135276318	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_others/run_sd3_geneval_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta5.0.sh	f31e36511a510dd710a6b959d9151aac857064469899d7ff8a39824fead54e29	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-geneval-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914	geneval	usw2	kevinliu-vs4gec23b5-260915-01022662	RUNNING	2026-09-16T01:34:14.451364Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-geneval-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.32	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-geneval-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-geneval-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.32/events.out.tfevents.1789405533.kevinliu-vs4gec23b5-260915-01022662-workers-0-0-0.1850.0@bytes=696917@sha256=e42065fa836c38df41e64697796b135a70525be73a00e980bba835064a59792d	696917	runs/geneval/sd35-geneval-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914/events.out.tfevents.image-free	696917	e42065fa836c38df41e64697796b135a70525be73a00e980bba835064a59792d	12570	12570	0	0	51	12568	1	333	0.0	330	0.013714028522372246	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_others/run_sd3_geneval_4090_16gpu_nft-ours-4.selection-c-rho-2of3-beta5.0.sh	d4ff0cbc8484a6c2695357d02c689b40423088d797705c4b45d2d89c7691c811	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-ocr-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914	ocr	usw2	kevinliu-vs4ocrbr5-260915-01022995	RUNNING	2026-09-16T01:34:14.451364Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-ocr-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-ocr-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.19	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-ocr-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-ocr-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.05.19/events.out.tfevents.1789405519.kevinliu-vs4ocrbr5-260915-01022995-workers-0-0-0.1265.0@bytes=1429700@sha256=57507403abcd43942e66ca502c02b56a44a676a198046f3e8855c870f028c3ae	1429700	runs/ocr/sd35-ocr-nft-ours-4selection-soft-baseline-rho1-kl1e-4-beta5-fulltime-r1-20260914/events.out.tfevents.image-free	1429700	57507403abcd43942e66ca502c02b56a44a676a198046f3e8855c870f028c3ae	26050	26050	0	0	36	26048	1	739	0.0	730	0.0	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_others/run_sd3_ocr_4090_16gpu_nft-ours-4.selection-baseline-rho1-beta5.0.sh	84e1fa1f659ca06b33056e00130b02a45a5823c6ad10f0d40ee36f8ba26aee97	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
sd35-ocr-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914	ocr	usw2	kevinliu-vs4ocrc23b5-260915-01023329	RUNNING	2026-09-16T01:34:14.451364Z	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-ocr-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-ocr-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.08.54	/mnt/shared_storage/usr/kevinliu/velocity-reweighting/weight_exps/sd35-ocr-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914/logs/weight_exps/weight_exps_others/sd35-ocr-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914_2026.09.14_17.08.54/events.out.tfevents.1789405735.kevinliu-vs4ocrc23b5-260915-01023329-workers-0-0-0.1263.0@bytes=1442042@sha256=7467de74c8f4c26312ce3bc8ab8492d9c10023974782efaa2d72ad94c6b255d2	1442042	runs/ocr/sd35-ocr-nft-ours-4selection-soft-c-rho-2of3-kl1e-4-beta5-fulltime-r1-20260914/events.out.tfevents.image-free	1442042	7467de74c8f4c26312ce3bc8ab8492d9c10023974782efaa2d72ad94c6b255d2	26274	26274	0	0	36	26272	1	746	0.0	740	0.0	sha256:523202ec238fc042ce188d2d66d164804dfa3f040e0a08a29a2320f264b8cd30	90a8d10c3cefdf898026a3421fca6ee79acca387	scripts/weight_exps/weight_exps_others/run_sd3_ocr_4090_16gpu_nft-ours-4.selection-c-rho-2of3-beta5.0.sh	4660b3ead1c3622cb6cb0abc03a8aa76ebeec5c8d27048c6ad416c98c19ec854	scripts/train_nft_sd3_ours-4.singleloss-alpha-selection-soft-record.py	06c562794e94d7223b42648c44e49033f1744bd7e87727c32b549a176912431e	PASS
